Features_Models,dcg,ndcg,spearman_rank,kendalltau,ml_mse,ml_mae,ml_accuracy,ml_f1,ml_recall,ml_precision,ranking_accuracy
transread_en_avgfasttext-wiki-news-subwords-300_class_logistic_reg,21.798722605179194,0.9118411550499522,0.7371925577593862,0.6593023007770276,51.6083638264506,6.61829587036069,0.0,0.0,0.0,0.0,0.9314495028780743
transread_en_avgfasttext-wiki-news-subwords-300_class_svm,21.20679701478665,0.8877242959727072,0.7452928016554823,0.6662605968166835,45.862728698379506,6.1349712493465764,0.0,0.0,0.0,0.0,0.9931972789115646
transread_en_avgfasttext-wiki-news-subwords-300_linear_reg,23.761684248416323,0.9944928243665655,0.980911147967908,0.9654046071820614,56.11345435399806,7.03968417721325,,,,,0.8508634222919937
transread_en_avgfasttext-wiki-news-subwords-300_ordinal_logistic_reg,21.79821816259879,0.9118216104649232,0.7372175875235899,0.6593246358591767,51.607631991636175,6.618191322530057,0.0,0.0,0.0,0.0,0.9314495028780743
transread_en_avgglove-wiki-gigaword-300_class_logistic_reg,21.28504841054551,0.8900999370706097,0.7786119599702949,0.6964561623432599,56.480920020909565,6.936539466806064,0.0,0.0,0.0,0.0,0.9832548403976975
transread_en_avgglove-wiki-gigaword-300_class_svm,21.390486636952307,0.8945247286461372,0.7913355656915041,0.7077477266028404,55.82655514898066,6.897543125980136,0.0,0.0,0.0,0.0,0.9832548403976975
transread_en_avgglove-wiki-gigaword-300_linear_reg,23.170517701409743,0.9696387422815546,0.8806157091754226,0.8231773335938994,55.77895905062405,6.959658078090992,,,,,0.47514390371533227
transread_en_avgglove-wiki-gigaword-300_ordinal_logistic_reg,21.28504841054551,0.8900999370706097,0.7786119599702949,0.6964561623432599,56.480920020909565,6.936539466806064,0.0,0.0,0.0,0.0,0.9832548403976975
transread_en_avgword2vec-google-news-300_class_logistic_reg,21.5568589658993,0.9013713601733749,0.7975694049970798,0.7133943086694879,55.59017250392054,6.890329325666492,0.0,0.0,0.0,0.0,0.9979068550497122
transread_en_avgword2vec-google-news-300_class_svm,21.843554121902415,0.9133600839687668,0.8110901565900438,0.7254327003784352,54.164976476738104,6.808363826450601,0.0,0.0,0.0,0.0,0.9963369963369964
transread_en_avgword2vec-google-news-300_linear_reg,23.77878501866731,0.9952002255153415,0.9844638779604286,0.9717571377230738,55.140777036507934,6.944236359759583,,,,,0.8754578754578755
transread_en_avgword2vec-google-news-300_ordinal_logistic_reg,21.5568589658993,0.9013713601733749,0.7975694049970798,0.7133943086694879,55.59017250392054,6.890329325666492,0.0,0.0,0.0,0.0,0.9979068550497122
transread_en_fasttext-wiki-news-subwords-300_pairwiseSVM,20.716750728271506,0.8667998537209933,-0.006250898299002659,-0.004830260446625117,,,,,,,0.03087388801674516
transread_en_glove-wiki-gigaword-300_pairwiseSVM,20.727888298367823,0.8672507494948465,-0.003691626764785451,-0.000970666981065422,,,,,,,0.03192046049188906
transread_en_sum_fasttext-wiki-news-subwords-300_class_logistic_reg,20.76895471709428,0.8689239903183362,0.70334718693418,0.6290928487072315,58.2466283324621,7.029064296915839,0.0,0.0,0.0,0.0,0.998953427524856
transread_en_sum_fasttext-wiki-news-subwords-300_class_svm,20.7469441875961,0.8680285139395585,,,58.297961317302665,7.031468897020387,0.0,0.0,0.0,0.0,1.0
transread_en_sum_fasttext-wiki-news-subwords-300_linear_reg,19.049721645779783,0.796393980074821,-0.6183868335866335,-0.5688506146081571,33496301.159650266,5549.091986002495,,,,,0.012035583464154892
transread_en_sum_fasttext-wiki-news-subwords-300_ordinal_logistic_reg,20.76895471709428,0.8689239903183362,0.70334718693418,0.6290928487072315,58.2466283324621,7.029064296915839,0.0,0.0,0.0,0.0,0.998953427524856
transread_en_sum_glove-wiki-gigaword-300_class_logistic_reg,20.7469441875961,0.8680285139395585,,,58.297961317302665,7.031468897020387,0.0,0.0,0.0,0.0,1.0
transread_en_sum_glove-wiki-gigaword-300_class_svm,20.7469441875961,0.8680285139395585,,,58.297961317302665,7.031468897020387,0.0,0.0,0.0,0.0,1.0
transread_en_sum_glove-wiki-gigaword-300_linear_reg,18.701928065967955,0.7819622743038223,-0.733437830730169,-0.6854762535373139,20689764.430237718,4325.715906155184,,,,,0.0052328623757195184
transread_en_sum_glove-wiki-gigaword-300_ordinal_logistic_reg,20.7469441875961,0.8680285139395585,,,58.297961317302665,7.031468897020387,0.0,0.0,0.0,0.0,1.0
transread_en_sum_word2vec-google-news-300_class_logistic_reg,20.75488073352201,0.868351235990303,0.6983645961067858,0.6232713215596676,58.28353371667538,7.030841610036592,0.0,0.0,0.0,0.0,1.0
transread_en_sum_word2vec-google-news-300_class_svm,20.7469441875961,0.8680285139395585,,,58.297961317302665,7.031468897020387,0.0,0.0,0.0,0.0,1.0
transread_en_sum_word2vec-google-news-300_linear_reg,22.394205949383338,0.9359536296743104,0.4999252106673231,0.4766068081766789,626184.5185175382,728.5565931884062,,,,,0.2616431187859759
transread_en_sum_word2vec-google-news-300_ordinal_logistic_reg,20.75488073352201,0.868351235990303,0.6983645961067858,0.6232713215596676,58.28353371667538,7.030841610036592,0.0,0.0,0.0,0.0,1.0
transread_en_word2vec-google-news-300_pairwiseSVM,20.7281714099681,0.8672849508791151,-0.004750722585718609,-0.00448254100765776,,,,,,,0.0282574568288854
word2vec-google-news-300_han_only_cat,21.043539547459407,0.8806603339184552,0.7162260594352252,0.6403480312710893,28.871406168322007,4.536434918975432,0.19539989545216938,0.06863398777588174,0.19539989545216938,0.043800218682515234,0.998953427524856
word2vec-google-news-300_han_svm,23.695154173403107,0.9916581555536762,0.9859922793345346,0.9740668782673872,1.208154730789336,0.48468374281233667,0.6946157867224255,0.6854320633440631,0.6946157867224255,0.6866674436327378,0.9738356881214024
word2vec-google-news-300_pairwiseSVM,23.870242191361704,0.9990532597625672,0.9971148068372011,0.9948955073471443,,,,,,,0.97854526425955
